scenario_id,scenario_label,policy,month,reward_mean,reward_std,rule40_mean,rule40_std,n,reward_ci95,rule40_ci95
boardroom,Boardroom Baseline,boardroom,27,-7.490035621444596,1.4369116786692657,-42.57660426677983,1.6826375931911093,2,1.991457984228239,2.3320167267526957
boardroom,Boardroom Baseline,boardroom,28,-7.474977158526176,1.4315116110533685,-42.3233382790765,2.931268827670311,2,1.983973872345308,4.062531328431779
boardroom,Boardroom Baseline,boardroom,29,-7.462361793771552,1.4341560224405125,-43.3327683872227,1.0355650570375428,2,1.987638839544537,1.4352199454145174
boardroom,Boardroom Baseline,boardroom,30,-7.44340942120257,1.4404232687834586,-42.11016596059382,0.1378428587705523,2,1.996324799825926,0.1910404555426023
boardroom,Boardroom Baseline,boardroom,31,-7.426363633935853,1.4358666126000437,-42.56721446849722,2.1960663606391253,2,1.9900095965517424,3.0435926944654312
boardroom,Boardroom Baseline,boardroom,32,-7.410987489452895,1.4287606359306821,-43.11420021381616,3.087464836061584,2,1.980161215343619,4.27900795161815
boardroom,Boardroom Baseline,boardroom,33,-7.396891814353353,1.4254257555037888,-43.67761793475364,2.5797815049035147,2,1.9755393068775857,3.5753947523499465
boardroom,Boardroom Baseline,boardroom,34,-7.3791530587559,1.4210391988337887,-43.107386679123955,3.00641965256953,2,1.9694598495014504,4.16668505791186
boardroom,Boardroom Baseline,boardroom,35,-7.355610872614085,1.411569753639948,-41.88165574141264,4.314541900103965,2,1.9563358680365976,5.97964999714293
boardroom,Boardroom Baseline,boardroom,36,-7.343160901799086,1.4151137019435232,-44.09388382342753,1.890583648746205,2,1.9612475297967573,2.6202152561205407
boardroom,Boardroom Baseline,boardroom,37,-7.32195055983378,1.400759475955402,-42.57127512682651,5.531589878029172,2,1.9413535875483836,7.6663924384546975
